City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
347,Dakar,SN,14.6937,-17.4441,69.8,78,0,9.22,clear sky
348,Forbes,AU,-33.3833,148.0167,78.04,43,0,6.02,clear sky
349,Zhanaozen,KZ,43.3,52.8,55.35,38,9,21.99,clear sky
350,Anamur,TR,36.0751,32.8369,55.4,71,0,5.75,clear sky
351,Dyersburg,US,36.0345,-89.3856,66.2,52,16,7.74,few clouds
352,Ashland,US,40.8167,-82.2665,60.01,68,100,5.95,overcast clouds
353,Bullhead City,US,35.1478,-114.5683,93.2,5,1,23.02,clear sky
354,Sechura,PE,-5.5569,-80.8222,75.43,67,54,14.65,broken clouds
355,Monywa,MM,22.1167,95.1333,77.43,50,4,5.99,clear sky
356,Nouadhibou,MR,20.931,-17.0347,66.2,68,4,17.27,clear sky
357,Progreso,MX,21.2833,-89.6667,80.6,44,75,17.27,broken clouds
358,Mezen,RU,65.8522,44.24,35.31,91,100,11.7,overcast clouds
359,Edd,ER,13.9297,41.6925,81.86,44,4,4.09,clear sky
360,Muroto,JP,33.2833,134.15,50.0,93,75,9.22,mist
361,Makat,KZ,47.6469,53.3463,53.28,48,100,17.43,overcast clouds
362,Verkhnyaya Inta,RU,65.9811,60.3094,12.56,93,41,4.14,scattered clouds
363,Assiniboia,CA,49.6334,-105.9845,51.8,19,4,11.5,clear sky
364,Bandar-E Lengeh,IR,26.5579,54.8807,64.4,68,0,4.61,clear sky
365,Wani,IN,20.0667,78.95,82.2,18,0,4.34,clear sky
366,Butte,US,39.6499,-121.5677,71.01,43,1,4.41,clear sky
367,Thinadhoo,MV,0.5333,72.9333,83.12,70,100,11.59,overcast clouds
368,Lagunas,PE,-5.2269,-75.6753,72.52,98,98,0.92,overcast clouds
369,Desbiens,CA,48.4178,-71.9495,42.8,42,75,9.22,broken clouds
370,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.18,71,4,3.47,clear sky
371,Coari,BR,-4.085,-63.1414,75.54,93,100,2.66,overcast clouds
372,Tashtyp,RU,52.7939,89.8983,36.79,76,3,2.75,clear sky
373,Grand Gaube,MU,-20.0064,57.6608,79.0,78,100,3.0,overcast clouds
374,Bam,IR,29.106,58.357,61.18,13,0,9.51,clear sky
375,Tata,PK,24.7475,67.9235,76.53,80,0,11.83,clear sky
376,Yumen,CN,40.2833,97.2,42.4,69,59,10.78,broken clouds
377,Novyye Gorki,RU,56.7253,41.0601,30.13,92,24,7.72,few clouds
378,Hambantota,LK,6.1241,81.1185,77.0,100,84,3.44,broken clouds
379,Knin,HR,44.0439,16.2,48.0,49,100,5.99,overcast clouds
380,Khani,GE,41.9563,42.9566,48.2,93,90,8.05,overcast clouds
381,Verkhnevilyuysk,RU,63.4453,120.3167,1.18,91,100,2.42,overcast clouds
382,Xai-Xai,MZ,-25.0519,33.6442,66.09,81,0,0.2,clear sky
383,Tura,IN,25.5198,90.2201,76.15,19,0,2.57,clear sky
384,Bilibino,RU,68.0546,166.4372,1.49,80,8,2.21,clear sky
385,Lagoa,PT,39.05,-27.9833,59.36,83,100,16.62,overcast clouds
386,Raton,US,36.9034,-104.4391,70.0,11,1,11.5,clear sky
387,Korgen,NO,66.0771,13.8153,35.01,91,100,1.01,light snow
388,Chopda,IN,21.25,75.3,80.02,37,0,6.78,clear sky
389,Flinders,AU,-34.5833,150.8552,77.0,79,31,4.0,scattered clouds
390,Forest Lake,US,45.2789,-92.9852,75.99,44,100,1.01,overcast clouds
391,Yantal,RU,56.8471,105.2542,32.54,83,94,3.49,overcast clouds
392,Malindi,KE,-3.2175,40.1191,80.98,81,100,10.42,overcast clouds
393,Songea,TZ,-10.6833,35.65,61.7,98,76,1.3,broken clouds
394,Kushima,JP,31.4583,131.2333,59.0,51,75,5.75,broken clouds
395,Dibulla,CO,11.2725,-73.3091,77.72,86,100,4.7,overcast clouds
396,Vanimo,PG,-2.6741,141.3028,80.83,87,100,5.32,overcast clouds
397,San Felipe,VE,10.3399,-68.7425,72.45,98,100,3.15,overcast clouds
398,Padang,ID,-0.9492,100.3543,75.2,94,20,2.3,few clouds
399,Roma,US,43.2128,-75.4557,45.0,49,1,9.22,clear sky
400,Paramonga,PE,-10.6667,-77.8333,71.01,83,81,7.45,broken clouds
401,Corleone,IT,37.8134,13.3017,54.0,97,0,1.99,clear sky
402,Bonthe,SL,7.5264,-12.505,79.36,88,25,4.76,scattered clouds
403,Novobirilyussy,RU,56.9514,90.6661,34.52,84,100,6.55,overcast clouds
404,Viedma,AR,-40.8135,-62.9967,73.13,54,100,12.97,overcast clouds
405,Porto Belo,BR,-27.1578,-48.5531,75.99,94,40,4.61,scattered clouds
406,Naze,JP,28.3667,129.4833,69.8,56,75,6.91,broken clouds
407,Porto Santo,PT,33.072,-16.3415,60.8,72,20,5.41,few clouds
408,Thai Binh,VN,20.45,106.3333,75.2,83,75,8.05,broken clouds
409,Suez,EG,29.9737,32.5263,66.33,33,17,6.38,few clouds
410,Yantikovo,RU,55.8216,47.9104,32.0,74,0,11.18,clear sky
411,Palasa,IN,18.7667,84.4167,77.09,88,3,4.81,clear sky
412,Shingu,JP,33.7333,135.9833,57.2,72,75,3.44,broken clouds
413,Teya,RU,60.3778,92.6267,31.59,94,100,4.45,overcast clouds
414,Vostok,RU,46.4856,135.8833,40.62,58,74,7.27,broken clouds
415,Rayevskiy,RU,54.0658,54.9468,28.99,90,87,5.01,overcast clouds
416,Pangody,RU,65.85,74.4859,32.41,96,100,6.78,overcast clouds
417,Miles City,US,46.4083,-105.8406,53.6,24,90,10.36,overcast clouds
418,Kloulklubed,PW,7.0419,134.2556,86.0,70,75,5.75,broken clouds
419,Minab,IR,27.1467,57.0801,69.8,78,0,4.61,haze
420,Boa Vista,BR,2.8197,-60.6733,78.8,89,75,4.61,light rain
421,Ayorou,NE,14.7308,0.9174,82.71,6,0,6.49,clear sky
422,Talnakh,RU,69.4865,88.3972,25.0,96,100,9.08,light snow
423,Yeniseysk,RU,58.4497,92.1703,32.95,94,100,5.46,overcast clouds
424,Cordoba,AR,-31.4135,-64.1811,68.0,94,75,11.5,broken clouds
425,Bundaberg,AU,-24.85,152.35,81.0,73,75,12.66,broken clouds
426,Peci,BA,44.6272,16.7861,46.4,71,0,2.3,clear sky
427,Iquitos,PE,-3.7481,-73.2472,75.2,94,0,1.83,clear sky
428,Kamenka,RU,51.3223,42.7678,35.01,92,100,6.58,light snow
429,Waiuku,NZ,-37.25,174.75,73.4,73,20,14.97,few clouds
430,Gweta,BW,-20.1833,25.2333,72.93,41,12,7.31,few clouds
431,Tecuala,MX,22.3986,-105.4569,76.42,49,0,5.23,clear sky
432,Kailua,US,21.4022,-157.7394,80.6,64,75,12.66,broken clouds
433,Pangoa,PE,-12.1167,-73.0,68.56,99,80,1.52,broken clouds
434,Severnyy,RU,50.677,36.5532,35.6,93,0,8.95,clear sky
435,Kokopo,PG,-4.352,152.2633,84.97,66,100,4.14,overcast clouds
436,Richards Bay,ZA,-28.783,32.0377,65.82,91,0,3.8,clear sky
437,Kondinskoye,RU,59.6481,67.41,31.17,96,100,17.4,light snow
438,Kota Kinabalu,MY,5.9749,116.0724,82.4,78,20,4.61,few clouds
439,Santa Maria,BR,-29.6842,-53.8069,73.4,83,0,3.44,clear sky
440,Prince Rupert,CA,54.3161,-130.3201,42.8,81,90,5.75,light rain
441,Tabas,IR,33.5959,56.9244,59.54,20,0,3.13,clear sky
442,Neuquen,AR,-38.9516,-68.0591,77.81,44,100,5.86,overcast clouds
443,Ballina,AU,-28.8667,153.5667,73.4,88,75,10.36,broken clouds
444,Fort Nelson,CA,58.8053,-122.7002,50.0,32,75,12.66,broken clouds
445,Gamboula,CF,4.1178,15.1393,71.28,77,25,3.09,scattered clouds
446,East London,ZA,-33.0153,27.9116,64.17,87,100,8.32,light rain
447,Makinsk,KZ,52.6292,70.4169,26.11,93,100,12.15,overcast clouds
448,Vestmannaeyjar,IS,63.4427,-20.2734,29.91,83,35,9.78,scattered clouds
449,Zalantun,CN,48.0,122.7167,39.0,20,6,21.36,clear sky
450,Wanaka,NZ,-44.7,169.15,61.0,71,11,5.01,few clouds
451,Vyartsilya,RU,62.1764,30.693,30.72,77,100,10.87,overcast clouds
452,Whitehorse,CA,60.7161,-135.0538,28.0,74,75,11.5,light snow
453,Paciran,ID,-6.8767,112.3761,82.31,78,95,8.95,overcast clouds
454,Airai,TL,-8.9266,125.4092,70.03,62,28,2.44,scattered clouds
455,Piterka,RU,50.6803,47.4454,37.13,94,100,17.47,overcast clouds
456,Lebyazhye,RU,55.2689,66.4947,27.68,90,17,14.97,few clouds
457,Iskandar,UZ,41.5539,69.7008,42.8,87,0,2.3,mist
458,Acapulco,MX,16.8634,-99.8901,82.4,69,20,8.05,few clouds
459,Rapar,IN,23.5667,70.6333,76.03,61,0,10.25,clear sky
460,Tayu,ID,-6.5397,111.0518,80.74,82,100,5.08,overcast clouds
461,Erzin,TR,36.9559,36.2,55.0,87,18,11.01,few clouds
462,Yuzhou,CN,34.1628,113.4639,51.8,58,100,2.24,overcast clouds
463,Pattoki,PK,31.0167,73.85,70.88,32,99,5.88,overcast clouds
464,Southbridge,US,42.0751,-72.0334,51.01,41,6,12.3,clear sky
465,Yurimaguas,PE,-5.9,-76.0833,72.03,98,100,0.85,overcast clouds
466,Charters Towers,AU,-20.1,146.2667,82.29,54,12,6.22,few clouds
467,Pacific Grove,US,36.6177,-121.9166,55.4,67,90,10.36,overcast clouds
468,Shubarshi,KZ,48.5872,57.1869,41.92,85,77,12.21,broken clouds
469,Loa Janan,ID,-0.583,117.095,78.37,87,99,1.97,overcast clouds
470,Rio Grande,BR,-32.035,-52.0986,70.0,93,100,14.32,light rain
471,Sisimiut,GL,66.9395,-53.6735,18.09,89,100,4.7,overcast clouds
472,Tangshan,CN,39.6333,118.1833,59.83,28,1,6.76,clear sky
473,Nuuk,GL,64.1835,-51.7216,35.6,87,90,24.16,light rain
474,Lujan,AR,-34.5703,-59.105,75.0,88,68,6.64,broken clouds
475,Honiara,SB,-9.4333,159.95,85.23,72,100,4.03,overcast clouds
476,Manokwari,ID,-0.8667,134.0833,83.39,72,100,4.09,overcast clouds
477,Takapau,NZ,-40.0333,176.35,73.0,54,0,5.01,clear sky
478,Los Llanos De Aridane,ES,28.6585,-17.9182,62.6,67,0,8.05,clear sky
479,Houston,US,29.7633,-95.3633,71.6,68,1,14.97,clear sky
480,Vila,PT,42.0304,-8.1588,55.0,69,0,2.82,clear sky
481,Kerema,PG,-7.9631,145.7785,80.06,80,99,4.92,heavy intensity rain
482,Tubuala,PA,9.5167,-79.0333,78.8,78,40,8.05,scattered clouds
483,Rundu,NA,-17.9333,19.7667,66.27,53,59,2.75,broken clouds
484,Marshall,US,34.3834,-86.3333,64.4,42,1,3.33,clear sky
485,Kirksville,US,40.1948,-92.5833,71.01,49,1,9.22,clear sky
486,Griffith,US,41.5284,-87.4237,70.0,45,1,10.36,clear sky
487,Mana,GF,5.6592,-53.7767,77.22,90,100,11.79,overcast clouds
488,Nara,JP,34.6851,135.8049,53.6,62,75,2.3,broken clouds
489,Yantongshan,CN,43.2919,126.0094,51.08,22,0,11.5,clear sky
490,Pontian Kecil,MY,1.4801,103.3899,80.6,94,20,2.3,few clouds
491,Cururupu,BR,-1.8283,-44.8683,76.15,93,56,3.8,broken clouds
492,Kawalu,ID,-7.3817,108.2082,78.42,80,67,0.74,broken clouds
493,Cefalu,IT,38.0386,14.0229,55.0,66,0,8.01,clear sky
494,Jaisalmer,IN,26.9147,70.9181,75.69,48,3,10.65,clear sky
495,Dole,FR,47.0833,5.5,35.6,80,75,8.05,broken clouds
496,San Jeronimo,PE,-11.9472,-75.2829,49.71,86,85,4.43,overcast clouds
497,Dunedin,NZ,-45.8742,170.5036,63.0,58,0,10.0,clear sky
498,Roebourne,AU,-20.7833,117.1333,88.3,29,11,6.62,few clouds
499,Creel,MX,27.75,-107.6333,65.25,18,6,17.49,clear sky
500,Dalhousie,IN,32.5333,75.9833,50.83,54,100,10.38,overcast clouds
501,Safranbolu,TR,41.2508,32.6942,43.68,93,100,2.62,overcast clouds
502,Coihaique,CL,-45.5752,-72.0662,57.2,62,90,5.75,overcast clouds
503,Monroe,US,43.1501,-77.6831,50.0,37,75,3.44,broken clouds
504,Clyde River,CA,70.4692,-68.5914,-0.4,85,90,4.61,light snow
505,Namatanai,PG,-3.6667,152.4333,85.6,67,85,1.92,overcast clouds
506,Kununurra,AU,-15.7667,128.7333,86.0,66,67,3.44,broken clouds
507,Kade,DE,52.3833,12.2667,30.99,82,46,5.01,scattered clouds
508,Carson City,US,39.1638,-119.7674,61.0,23,1,13.8,clear sky
509,Cairns,AU,-16.9167,145.7667,89.01,62,75,4.61,broken clouds
510,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,70.54,99,100,2.15,overcast clouds
511,Port Hedland,AU,-20.3167,118.5667,89.6,27,7,6.91,clear sky
512,Ati,TD,13.2154,18.3353,81.5,14,4,11.03,clear sky
513,Mariental,NA,-24.6333,17.9667,73.0,44,4,4.34,clear sky
514,Malartic,CA,48.1335,-78.1328,42.8,33,20,2.3,few clouds
515,Dedovichi,RU,57.5517,29.9502,33.24,97,100,9.53,snow
516,Zhanakorgan,KZ,43.9098,67.2495,49.35,59,6,5.55,clear sky
517,Tilichiki,RU,60.4667,166.1,4.98,84,23,9.73,few clouds
518,Kudahuvadhoo,MV,2.6708,72.8944,83.1,68,67,9.66,broken clouds
519,Rehoboth,NA,-23.3167,17.0833,68.56,51,16,5.66,few clouds
520,Ust-Koksa,RU,50.2696,85.6108,33.53,75,100,1.28,overcast clouds
521,Axim,GH,4.8699,-2.2405,79.43,89,5,5.79,clear sky
522,San Cristobal,VE,7.7669,-72.225,80.6,57,75,6.91,broken clouds
523,Robertson,US,36.5167,-86.8667,68.0,34,40,5.7,scattered clouds
524,Port Blair,IN,11.6667,92.75,81.79,74,25,4.41,scattered clouds
525,Tiznit,MA,29.5833,-9.5,56.28,81,100,0.69,overcast clouds
526,Saint-Augustin,CA,51.226,-58.6502,37.62,99,100,15.28,overcast clouds
527,Cambridge,CA,43.3601,-80.3127,46.0,93,90,3.44,overcast clouds
528,Sangar,RU,63.9242,127.4739,-2.2,91,100,1.9,overcast clouds
529,Terrak,NO,65.087,12.3715,33.8,93,90,13.8,snow
530,Rio Gallegos,AR,-51.6226,-69.2181,46.4,61,40,8.05,scattered clouds
531,Camamu,BR,-13.9447,-39.1039,73.44,91,48,4.21,scattered clouds
532,Labuhan,ID,-6.8844,112.2051,82.08,78,91,8.25,overcast clouds
533,Port Macquarie,AU,-31.4333,152.9167,75.99,84,100,1.01,overcast clouds
534,Tutoia,BR,-2.7619,-42.2744,80.2,84,70,11.81,broken clouds
535,Kerman,IR,30.2832,57.0788,39.2,28,0,4.61,clear sky
536,Logansport,US,40.7545,-86.3567,69.8,40,1,10.36,clear sky
537,Ozinki,RU,51.1786,49.6769,34.99,96,100,17.47,light rain
538,Seymchan,RU,62.8833,152.4333,12.34,73,100,7.07,overcast clouds
539,Awjilah,LY,29.1081,21.2869,73.58,6,0,16.02,clear sky
540,Ikirun,NG,7.9167,4.6667,75.43,87,100,6.04,overcast clouds
541,Yining,CN,29.0361,114.5636,59.22,84,100,0.67,overcast clouds
542,Ogbomosho,NG,8.133,4.25,76.73,83,27,8.43,scattered clouds
543,Hokitika,NZ,-42.7167,170.9667,61.27,63,33,11.97,scattered clouds
544,Saint-Joseph,RE,-21.3667,55.6167,78.8,65,0,8.05,clear sky
545,Te Anau,NZ,-45.4167,167.7167,60.62,57,21,7.0,few clouds
546,Altagracia De Orituco,VE,9.8601,-66.3814,77.04,76,100,4.36,overcast clouds
547,Apen,DE,53.2167,7.8,33.01,93,93,1.01,light snow
548,Morondava,MG,-20.2833,44.2833,71.42,82,0,8.55,clear sky
549,Ilulissat,GL,69.2167,-51.1,17.6,86,90,2.3,overcast clouds
550,Turukhansk,RU,65.8167,87.9833,31.75,83,100,12.55,overcast clouds
551,Newport,GB,51.5877,-2.9984,39.0,72,0,9.62,clear sky
552,Cap Malheureux,MU,-19.9842,57.6142,79.0,78,100,3.0,overcast clouds
553,Olafsvik,IS,64.8945,-23.7142,26.69,84,99,10.58,overcast clouds
554,Reconquista,AR,-29.15,-59.65,65.97,96,100,0.38,overcast clouds
555,Opuwo,NA,-18.0607,13.84,70.09,43,1,5.7,clear sky
556,Hildburghausen,DE,50.4255,10.7318,30.0,67,100,1.99,overcast clouds
557,Oriximina,BR,-1.7656,-55.8661,74.88,93,100,3.49,overcast clouds
558,Mashhad,IR,36.297,59.6062,46.4,71,0,0.98,clear sky
559,Lazaro Cardenas,MX,17.9583,-102.2,78.8,72,0,6.08,clear sky
560,Marawi,PH,7.9986,124.2928,81.0,80,100,4.0,overcast clouds
561,Shimoda,JP,34.6667,138.95,53.6,66,75,26.46,broken clouds
562,Nishihara,JP,26.1842,127.7558,69.8,63,75,11.5,broken clouds
563,Cockburn Town,TC,21.4612,-71.1419,73.72,66,100,18.03,overcast clouds
564,Lima,PE,-12.0432,-77.0282,75.99,88,0,10.36,clear sky
565,Matamoros,MX,25.5333,-103.25,86.0,19,1,7.81,clear sky
566,Passos,BR,-20.7189,-46.6097,65.57,84,81,3.44,broken clouds
567,Byron Bay,AU,-28.65,153.6167,73.4,88,75,10.36,broken clouds
568,Xuanhua,CN,40.6103,115.0447,52.38,40,100,2.59,overcast clouds
569,Nongan,CN,44.382,125.1685,50.0,31,0,6.71,clear sky
570,Yangambi,CD,0.8102,24.4336,69.44,96,100,3.38,overcast clouds
571,Great Malvern,GB,52.1116,-2.3252,32.0,74,9,1.01,clear sky
572,Havelock,US,34.8791,-76.9013,61.0,82,1,3.44,clear sky
573,Jiwani,PK,25.05,61.7417,79.97,63,7,19.66,clear sky
574,Touho,NC,-20.7833,165.2333,78.44,69,47,16.33,scattered clouds
575,Tharad,IN,24.3961,71.6267,74.59,72,0,5.37,clear sky
576,Sumbe,AO,-11.2061,13.8437,79.32,88,100,4.74,overcast clouds
577,Xichang,CN,27.8964,102.2634,68.0,34,100,4.72,overcast clouds
578,Mitsamiouli,KM,-11.3847,43.2844,81.93,73,100,3.58,overcast clouds
579,Wuchi,CN,29.3786,103.023,46.74,94,100,3.22,overcast clouds
580,Hirado,JP,33.3597,129.5531,59.0,50,20,3.44,few clouds
581,Areosa,PT,41.7178,-8.8571,59.0,87,0,2.21,clear sky
582,Batagay-Alyta,RU,67.8006,130.4114,-5.46,85,39,2.75,scattered clouds
583,Bosaso,SO,11.2842,49.1816,76.91,53,8,0.43,clear sky
584,Hit,IQ,33.6416,42.8251,65.53,31,0,3.65,clear sky
585,Victoria Falls,ZW,-17.9235,25.843,64.62,64,27,3.96,scattered clouds
586,Port-Gentil,GA,-0.7193,8.7815,81.48,79,100,6.8,light rain
587,Pingzhuang,CN,42.0372,119.2889,50.9,25,5,1.74,clear sky
588,Kemptville,CA,45.0168,-75.641,46.99,52,75,2.3,broken clouds
589,Glendive,US,47.1053,-104.7125,53.01,22,1,10.36,clear sky
590,Krasnyy Chikoy,RU,50.3643,108.7512,36.27,57,96,1.81,overcast clouds
591,Erdenet,MN,49.0333,104.0833,36.73,49,75,2.95,broken clouds
592,Shagonar,RU,51.5333,92.8,37.35,57,0,0.6,clear sky
593,Butterworth,MY,5.3991,100.3638,82.99,83,20,3.44,few clouds
594,Bonnyville,CA,54.2668,-110.735,50.0,32,75,9.22,broken clouds
595,Pasni,PK,25.2631,63.471,78.06,82,12,8.32,few clouds
596,Maiduguri,NG,11.8464,13.1603,81.84,11,7,8.84,clear sky
597,Ongandjera,NA,-17.8833,15.0667,73.42,42,1,6.55,clear sky
598,Kyzyl-Suu,KG,42.3414,78.0056,34.79,47,100,7.16,overcast clouds
599,Kulhudhuffushi,MV,6.6221,73.07,83.34,68,100,11.05,overcast clouds
600,Havoysund,NO,70.9963,24.6622,33.8,100,75,18.41,light snow
601,Pout,SN,14.7739,-17.0603,73.4,49,0,20.71,clear sky
602,Sobolevo,RU,54.4299,31.8996,35.26,72,92,14.81,overcast clouds
603,Kholodnyy,RU,62.7167,147.95,8.98,76,100,3.89,overcast clouds
604,Westport,US,41.1415,-73.3579,59.0,21,1,12.66,clear sky
605,Chake Chake,TZ,-5.2459,39.7666,79.86,81,100,8.93,light rain
606,Huicheng,CN,23.0385,116.2899,68.0,68,75,2.24,broken clouds
607,Itapora,BR,-22.0799,-54.7874,75.16,55,92,2.75,overcast clouds
608,Chumikan,RU,54.7183,135.315,25.43,84,100,23.22,overcast clouds
609,San Patricio,US,28.017,-97.5169,71.6,83,90,17.27,overcast clouds
610,Huarmey,PE,-10.0681,-78.1522,71.65,82,100,7.58,overcast clouds
611,Singarayakonda,IN,15.25,80.0333,78.33,88,41,6.51,scattered clouds
612,Araouane,ML,18.9048,-3.5265,80.1,11,47,10.2,scattered clouds
613,Bandar-E Anzali,IR,37.4727,49.4622,60.53,53,64,8.21,broken clouds
614,Olinda,BR,-8.0089,-34.8553,78.8,73,40,8.05,scattered clouds
615,Saint-Leu,RE,-21.15,55.2833,78.8,65,0,8.05,clear sky
616,Manuk Mangkaw,PH,4.8,119.85,82.65,74,100,10.02,overcast clouds
617,Troyes,FR,48.3333,4.0833,24.8,86,0,6.91,clear sky
618,Llanes,ES,43.4198,-4.7549,52.0,85,52,1.99,broken clouds
619,Bud,US,39.447,-86.1758,69.8,40,1,6.4,clear sky
620,Ciudad Bolivar,VE,8.1222,-63.5497,81.23,71,54,14.2,broken clouds
621,Pacasmayo,PE,-7.4006,-79.5714,72.55,74,74,9.84,broken clouds
622,Virginia Beach,US,36.8529,-75.978,61.0,57,18,4.09,few clouds
623,Velyka Oleksandrivka,UA,47.3197,33.3037,40.59,85,92,13.42,overcast clouds
624,Lincoln,US,40.8,-96.667,77.0,41,1,20.71,clear sky
625,Ellisras,ZA,-23.6649,27.7443,64.06,85,0,5.35,clear sky
626,Pandan,PH,14.0453,124.1694,80.38,79,93,12.97,overcast clouds
627,Beyneu,KZ,45.3167,55.2,55.44,39,9,20.09,clear sky
628,Baykit,RU,61.67,96.37,30.81,98,100,3.09,overcast clouds
629,Monrovia,LR,6.3005,-10.7969,79.18,89,5,3.83,clear sky
630,Gravdal,NO,68.1214,13.5031,38.07,88,100,26.26,overcast clouds
631,Rawson,AR,-43.3002,-65.1023,59.86,80,100,21.94,overcast clouds
632,Yibin,CN,28.7667,104.6238,62.33,72,100,0.4,light rain
633,Tigil,RU,57.8,158.6667,27.45,79,100,10.69,overcast clouds
634,Bonaventure,CA,48.0457,-65.4926,42.8,87,100,6.91,overcast clouds
635,Riohacha,CO,11.5444,-72.9072,79.52,77,100,16.15,overcast clouds
636,Hudson Bay,CA,52.85,-102.3842,37.85,70,47,7.72,scattered clouds
637,Moerai,PF,-22.4333,-151.3333,77.97,58,67,14.07,broken clouds
638,Balibago,PH,15.1624,120.5954,82.4,74,75,4.61,broken clouds
639,Slave Lake,CA,55.2834,-114.769,42.8,52,75,11.5,broken clouds
640,Arboletes,CO,8.8505,-76.4269,80.11,84,100,10.45,overcast clouds
641,Kuito,AO,-12.3833,16.9333,58.86,76,100,3.11,overcast clouds
642,Pontianak,ID,-0.0333,109.3333,77.0,94,40,3.27,mist
643,Berlevag,NO,70.8578,29.0864,35.06,92,100,15.1,overcast clouds
644,Puro,PH,12.4841,123.3827,82.08,70,99,11.63,overcast clouds
645,Hay River,CA,60.8156,-115.7999,35.6,69,100,8.05,overcast clouds
646,Orlik,RU,52.5178,99.825,22.23,77,100,1.81,overcast clouds
647,Lubbock,US,33.6001,-101.8338,78.8,31,75,21.85,broken clouds
648,Hajipur,IN,25.6833,85.2167,71.6,53,0,5.75,haze
649,Ipoh,MY,4.5841,101.0829,77.0,94,20,3.44,few clouds
650,Kyshtovka,RU,56.555,76.6271,34.11,88,100,16.49,overcast clouds
651,Saint-Georges,GD,12.0564,-61.7485,78.8,89,20,11.5,few clouds
652,Grindavik,IS,63.8424,-22.4338,28.4,93,75,3.44,broken clouds
653,Mount Isa,AU,-20.7333,139.5,86.0,42,13,10.36,few clouds
654,Sisophon,KH,13.5859,102.9737,82.63,70,56,3.29,broken clouds
655,Kalmunai,LK,7.4167,81.8167,78.49,84,72,1.97,broken clouds
656,Punta Cardon,VE,11.6581,-70.215,78.44,81,100,26.82,overcast clouds
657,Cracow,US,43.7424,-82.8199,50.0,76,90,8.05,overcast clouds
658,Kangaatsiaq,GL,68.3065,-53.4641,21.81,81,100,13.24,overcast clouds
659,Estrela,BR,-28.0611,-50.9383,57.15,86,100,3.29,overcast clouds
660,Lahaina,US,20.8783,-156.6825,75.2,88,40,18.41,light intensity drizzle
661,Belyy Yar,RU,53.6039,91.3903,30.2,80,100,4.47,overcast clouds
662,Esmeraldas,BR,-19.7625,-44.3139,69.8,77,0,6.91,clear sky
663,Chimoio,MZ,-19.1164,33.4833,62.49,97,14,1.43,few clouds
664,Pula,HR,44.8683,13.8481,50.0,81,0,6.91,clear sky
665,Colares,PT,38.7992,-9.4469,59.0,72,1,5.99,clear sky
666,Kamloops,CA,50.6665,-120.3192,61.0,25,40,4.61,scattered clouds
667,Oranjemund,NA,-28.55,16.4333,60.53,90,100,14.76,overcast clouds
668,Boissevain,CA,49.2306,-100.0559,48.0,34,1,11.5,clear sky
669,Bayir,TR,37.2687,28.2167,64.4,52,75,12.66,broken clouds
670,Skelleftea,SE,64.7507,20.9528,26.6,80,52,4.61,broken clouds
671,Santa Marta,CO,11.2408,-74.199,84.2,65,90,10.36,overcast clouds
672,Caconda,AO,-13.7333,15.0667,65.19,69,100,4.54,overcast clouds
673,Pemangkat,ID,1.1667,108.9667,80.92,76,67,6.44,broken clouds
674,Kindersley,CA,51.4668,-109.1682,51.8,25,20,12.66,few clouds
675,Fez,MA,34.0372,-4.9998,50.0,76,0,4.61,clear sky
676,Ingham,US,42.6,-84.3833,57.0,87,1,11.5,clear sky
677,Chipata,ZM,-13.6333,32.65,60.08,93,0,4.45,clear sky
678,Trinidad,BO,-14.8333,-64.9,73.71,96,100,1.63,overcast clouds
679,Urumqi,CN,43.801,87.6005,46.4,57,0,6.71,clear sky
680,Elko,US,41.0002,-115.5012,39.0,68,100,25.01,overcast clouds
681,The Valley,AI,18.217,-63.0578,79.0,73,20,5.75,few clouds
682,La Roda,ES,39.2167,-2.15,50.0,93,0,3.44,clear sky
683,Fort Thomas,US,39.0751,-84.4472,64.99,51,1,5.3,clear sky
684,Stokmarknes,NO,68.5646,14.9108,32.0,93,100,15.14,light snow
685,Oberstdorf,DE,47.4,10.2833,24.01,96,100,5.01,light snow
686,Tual,ID,-5.6667,132.75,83.5,69,100,1.63,overcast clouds
687,Erenhot,CN,43.6475,111.9767,45.61,34,15,3.83,few clouds
688,Wuwei,CN,37.9281,102.6414,47.37,58,100,1.63,overcast clouds
689,Huancavelica,PE,-12.7667,-74.9833,38.8,95,100,2.55,overcast clouds
690,Sola,VU,-13.8833,167.55,87.8,74,75,2.3,broken clouds
691,Soria,ES,41.6667,-2.6667,41.0,52,0,3.47,clear sky
692,Jumla,NP,29.2747,82.1838,47.57,53,23,4.56,few clouds
693,Natal,BR,-5.795,-35.2094,77.0,88,20,4.61,few clouds
694,Dicabisagan,PH,17.0818,122.4157,75.7,83,100,9.69,overcast clouds
695,Araguacu,BR,-12.9306,-49.8264,75.43,83,100,4.7,overcast clouds
696,Teguldet,RU,57.3064,88.1667,35.38,88,100,7.45,overcast clouds
